Date of Query|Time of Query|Premises Name|Address|postcode|Local Authorities|Business Type|Products Sold|Company Name|Status
10/18/2020|02:05:29|Thule Bar|Esplanade Flats, Esplanade|ZE1 0LL|Shetland Islands|Public House|Tobacco Only|Lochside Stores|Inactive
10/18/2020|02:05:29|Thurman's|The Kiosk, Dunfermline Town Railway Station, Comely Park|KY12 7HT|Fife|Confectionary / Tobacconist / Newsagents|Tobacco Only|Thurmans|Active
10/18/2020|02:05:29|Thurso|Meadow Lane,|KW14 8ER|Highland|Supermarket and Other Retail Outlets|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
10/18/2020|02:05:29|Thurso TOFS Store|27-29 High Street,|KW14 8AJ|Highland|Supermarket and Other Retail Outlets|Tobacco And Nicotine Vapour Products|The Original Factory Shop|Active
10/18/2020|02:05:29|Thurston Manor Convenience Store|Thurston Manor Leisure Park, Innerwick|EH42 1SA|East Lothian|Convenience Store|Tobacco And Nicotine Vapour Products|Verdant Leisure Limited|Active
10/18/2020|02:05:29|Thurston Road|123-133 Thurston Road, Hillington|G52 2AZ|Glasgow City|Convenience Store|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
10/18/2020|02:05:29|Tiber Stores|1-3 kilmaurs road, knockentiber|KA2 0DA|East Ayrshire|Convenience Store|Tobacco Only|tiber stores|Active
10/18/2020|02:05:29|Tickety Boo's|51 Commercial Street, Dundee|DD1 2AA|Dundee City|Public House|Tobacco Only|Imperial Tobacco Limited|Inactive
10/18/2020|02:05:35|Tigerlily|125 George Street,|EH2 4JN|Edinburgh City|Hotel|Tobacco Only|Montpeliers Edinburgh Ltd|Active
10/18/2020|02:05:35|Tigh an Truish|Clachan Seil,|PA34 4QZ|Argyll and Bute|Public House|Tobacco Only|Tigh an Truish|Active
10/18/2020|02:05:35|Tiki Bar & Kitsch Inn|214 Bath St,|G2 4HW|Glasgow City|Public House|Tobacco Only|Mayfly Ventures Ltd|Active
10/18/2020|02:05:35|Tikka No.1 Takeaway|3 Broomlands Street, Paisley|PA1 2LS|Renfrewshire|Other Catering|Tobacco Only|Tikka No.1 Takeaway|Inactive
10/18/2020|02:05:35|TIKKAWAY|2 TITCHFIELD STREET,|KA1 1PH|East Ayrshire|Other Catering|Tobacco Only|CLYDEDEAN LTD|Active
10/18/2020|02:05:35|TiL Hardware|63 High Street,|PA1 2AS|Renfrewshire|Other Retail|Nicotine Vapour Products Only|AMERSHAM HOMEWARE LIMITED|Active
10/18/2020|02:05:35|Tilda's|90 Belville Street,|PA15 2JL|Inverclyde|Other Retail|Tobacco Only|Tilda's|Active
10/18/2020|02:05:35|Tiles Bistro|1 St Andrews Square,|EH2 2BD|Edinburgh City|Public House|Tobacco Only|Caledonian Heritable Ltd|Active
10/18/2020|02:05:35|Tilley & McIntyre|11 Hanover Street,|DG9 7SB|Dumfries and Galloway|Confectionary / Tobacconist / Newsagents|Tobacco Only|Tilley & McIntyre|Active
10/18/2020|02:05:35|Tillicoultry|74 High Street,|FK13 6AB|Clackmannanshire|Convenience Store|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
10/18/2020|02:05:35|Timmergreens|Unit 7, Arbirlot Road|DD11 2EW|Angus|Supermarket and Other Retail Outlets|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
10/18/2020|02:05:35|Tinto Food Store|Tinto Street,|ML2 8JD|North Lanarkshire|Convenience Store|Tobacco Only|Tinto Food Store|Inactive
10/18/2020|02:05:35|tipplers|9 countess street,|KA21 5NH|North Ayrshire|Off-Licence|Tobacco Only|tipplers|Active
10/18/2020|02:05:35|Tiree|Scarinish,|PA77 6UH|Argyll and Bute|Convenience Store|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
10/18/2020|02:05:35|TJ & N McKenzie|119 Central Ave,|DG16 5AQ|Dumfries and Galloway|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|TJ & N McKenzie ltd|Active
10/18/2020|02:05:35|TJ Hughes|T J Hughes plc, 127 Trongate|G1 5HF|Glasgow City|Other Retail|Nicotine Vapour Products Only|LHR Holding Limited|Active
10/18/2020|02:05:35|TJ Hughes|TJ Hughes, The Wellgate|DD1 2DB|Dundee City|Other Retail|Tobacco And Nicotine Vapour Products|LHR Holding Limited|Active
10/18/2020|02:05:35|TJ Hughes|T J Hughes, 24 Sylvania Way|G81 2TL|West Dunbartonshire|Other Retail|Tobacco And Nicotine Vapour Products|LHR Holding Limited|Active
10/18/2020|02:05:35|TJ Hughes|Unit 2, TJ Hughes, Antoinine Shopping Centre, Tryst Road|G67 1JW|North Lanarkshire|Other Retail|Nicotine Vapour Products Only|LHR Holding Limited|Active
10/18/2020|02:05:35|TJ Hughes EK|T J Hughes, 11-14 The Plaza, Town Centre, East Kilbride|G74 1LW|South Lanarkshire|Other Retail|Nicotine Vapour Products Only|LHR Holding Limited|Active
10/18/2020|02:05:42|TK Retail ltd t/a nisa local|Nisa Today, 113 Mid Street|AB43 9JP|Aberdeenshire|Convenience Store|Tobacco And Nicotine Vapour Products|TK Retail Ltd|Active
10/18/2020|02:05:42|T-Kane|Milton Douglas Road,|G81 6BY|West Dunbartonshire|Mobile Trade|Tobacco Only|T-Kane|Active
10/18/2020|02:05:42|Tobacconist and Gifts|11 George Street ,|EH48 1PH|West Lothian|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Tobacconist and Gifts|Active
10/18/2020|02:05:42|Tobermory|33 Main Street, Tobermory|PA75 6NT|Argyll and Bute|Convenience Store|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
10/18/2020|02:05:42|TOBERMORY POST OFFICE|36, MAIN STREET|PA75 6NT|Argyll and Bute|Confectionary / Tobacconist / Newsagents|Tobacco Only|TOBERMORY POST OFFICE|Inactive
10/18/2020|02:05:42|Tobermory Stores|Hydro-Electric, Main Street, Tobermory|PA75 6NT|Argyll and Bute|Convenience Store|Tobacco Only|Tobermory Stores|Active
10/18/2020|02:05:42|today express|180 smithycroft road, 180 smithycroft road|G33 2RF|Glasgow City|Supermarket and Other Retail Outlets|Tobacco Only|day today express|Active
10/18/2020|02:05:42|today news|18 lochrin building,|EH3 9NB|Edinburgh City|Convenience Store|Tobacco Only|costcutter|Inactive
10/18/2020|02:05:42|Today's News|53 High Street,|EH19 2BD|Midlothian|Convenience Store|Tobacco Only|Today's News|Active
10/18/2020|02:05:42|TOFFOLETTI NEWS & GIFTS|1 MONTAGUE STREET,|PA20 9DA|Argyll and Bute|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|TOFFOS LTD|Active
10/18/2020|02:05:42|Toll Bar Shop|37 New Abbey Road,|DG2 7LZ|Dumfries and Galloway|Convenience Store|Tobacco Only|Toll Bar Shop|Active
10/18/2020|02:05:42|toll cross news agent|67 bread street,|EH3 9AH|Edinburgh City|Confectionary / Tobacconist / Newsagents|Tobacco Only|TOLLCROSS NEWS AGENT|Inactive
10/18/2020|02:05:42|Toll Garage|Smallburn road,|KA18 3RF|South Lanarkshire|Forecourt Garage|Tobacco Only|Gold filling stations|Active
10/18/2020|02:05:42|Toll Garage,|Highland Fuels Ltd,, Smallburn Rd,|KA18 3RF|East Ayrshire|Forecourt Garage|Tobacco And Nicotine Vapour Products|Highland Fuels Ltd|Active
10/18/2020|02:05:42|toll news|4 fenwick place,|G46 6UF|East Renfrewshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|toll news|Active
10/18/2020|02:05:42|TOLL NEWSAGENTS|11-13 PAISLEY ROAD WEST, KINNING PARK|G51 1LF|Glasgow City|Convenience Store|Tobacco And Nicotine Vapour Products|PRW RETAIL LTD T/A TOLL NEWSAGENTS|Active
10/18/2020|02:05:42|Tollcross - Glasgow|997 Tollcross Road,|G32 8UU|Glasgow City|Convenience Store|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
10/18/2020|02:05:42|Tollcross Convenience Store |1052 Tollcross Road,|G32 8UN|Glasgow City|Convenience Store|Tobacco And Nicotine Vapour Products|Tollcross Convenience Store|Active
10/18/2020|02:05:42|Tollcross Day today Ltd|1140-1146 tollcross road,|G32 8HE|Glasgow City|Convenience Store|Tobacco Only|TOLLCROSS DAY TODAY LIMITED|Active
10/18/2020|02:05:42|Tollcross Food News Store|15A Brougham Place, Tollcross|EH3 9JX|Edinburgh City|Convenience Store|Tobacco Only|Tollcross Food News Store|Inactive
10/18/2020|02:05:48|Tollcross Newsagent|29 Tollcross Road, Parkhead|G31 4UG|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco Only|Tollcross Newsagent|Active
10/18/2020|02:05:48|Tollcross Post Office|1050-1050A Tollcross Road,|G32 8UN|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Tollcross Post office|Active
10/18/2020|02:05:48|TOLLCROSS SUPERSTORE|63 HOME STREET, TOLLCROSS|EH3 9JP|Edinburgh City|Convenience Store|Tobacco Only|TOLLCROSS SUPERSTORE|Active
10/18/2020|02:05:48|Tollhouse Food And Wine|139 Old Edinburgh Road, Uddingston|G71 6BH|North Lanarkshire|Convenience Store|Tobacco Only|Marium (UK) Ltd.|Active
10/18/2020|02:05:48|Tomatin Country Store|Main Street,|IV13 7YP|Highland|Convenience Store|Tobacco Only|Tomatin Country Store Limited|Inactive
10/18/2020|02:05:48|Tomatin Road|13 Tomatin Road, Hilton|IV2 4UA|Highland|Convenience Store|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
10/18/2020|02:05:48|tommys ices|31 irvine cresent,|ML5 3QF|North Lanarkshire|Mobile Trade|Tobacco Only|tommys ices|Active
10/18/2020|02:05:48|Tommys Offsales|57 Ailson Street, Govanhill|G42 8NJ|Glasgow City|Convenience Store|Tobacco Only|Tommys Offsales|Active
10/18/2020|02:05:48|Tomnavoulin Post Office|Eastlyn, Tomnavoulin|AB37 9JA|Moray|Other Retail|Tobacco Only|Tomnavoulin Post Office|Active
10/18/2020|02:05:48|Tong Shop|Tong Shop, Tong Crossroads|HS2 0FJ|Comhairle nan Eilean Siar|Convenience Store|Tobacco Only|Tong Shop|Inactive
10/18/2020|02:05:48|Tong Shop|Tong Crossroads, Tong|HS2 0JF|Comhairle nan Eilean Siar|Convenience Store|Tobacco Only|Tong Shop|Inactive
10/18/2020|02:05:48|Tongue Hotel|Main Street,|IV27 4XD|Highland|Hotel|Tobacco Only|LDH Hotels Limited|Inactive
10/18/2020|02:05:48|tongue stores & postoffice|main street, tongue|IV27 4XF|Highland|Convenience Store|Tobacco Only|tongue stores & postoffice|Active
10/18/2020|02:05:48|TONIC|34A North Castle Street,|EH2 3BN|Edinburgh City|Public House|Tobacco Only|NJR Trading Ltd T/A TONIC|Active
10/18/2020|02:05:48|Tonino's|14 Market Street, Mid Calder|EH53 0AA|West Lothian|Other Catering|Tobacco Only|Cherwell Tobacco|Active
10/18/2020|02:05:48|Toni's|40 Kirk Road,|ML2 7BL|North Lanarkshire|Other Catering|Tobacco Only|Toni's|Active
10/18/2020|02:05:48|toni's 3|1a belmont rd, belmont|KA7 2PH|South Ayrshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|tonis corner shops|Inactive
10/18/2020|02:05:48|TONNERS STORES|30 FIFE DRIVE,|ML1 3UL|North Lanarkshire|Convenience Store|Tobacco Only|TONNERS STORES|Inactive
10/18/2020|02:05:48|Tony Superstore|Moss Road,|PA14 6HF|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|tony superstore|Active
10/18/2020|02:05:48|Tony Superstore|moss road,|PA14 6HF|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|tony superstore|Active
10/18/2020|02:05:55|tonynewagent|40 victoria roads, torry|AB11 9JX|Aberdeen City|Confectionary / Tobacconist / Newsagents|Tobacco Only|tony newsagents|Inactive
10/18/2020|02:05:55|Tony's|52, Niddrie Mains Road|EH16 4BG|Edinburgh City|Other Catering|Tobacco Only|Tony's|Active
10/18/2020|02:05:55|Tony's News agent|40 Victoria Road, Aberdeen|AB11 9DR|Aberdeen City|Other Retail|Tobacco Only|Tony's Newsagents|Inactive
10/18/2020|02:05:55|Tonys Newsagents|40 Victoria Road, Torry|AB11 9DR|Aberdeen City|Confectionary / Tobacconist / Newsagents|Tobacco Only|Tonys Newsagents|Inactive
10/18/2020|02:05:55|tonys off sales newsagents|804 springfield road, parkhead|G31 4HL|Glasgow City|Off-Licence|Tobacco Only|tonys off sales newsagents|Active
10/18/2020|02:05:55|Tooth and claw vape store |2 bank street ,|IV19 1AQ|Highland|Other Retail|Nicotine Vapour Products Only|Tooth and claw vape store |Inactive
10/18/2020|02:05:55|top break snooker club|75 king street ,|AB42 1UQ|Aberdeenshire|Private Club|Tobacco Only|top break snooker club |Active
10/18/2020|02:05:55|Top Breaks Snooker Club|75 King Street,|AB42 1UQ|Aberdeenshire|Sports Club|Tobacco Only|Peterhead snooker company ltd|Inactive
10/18/2020|02:05:55|Top Cards|46b High St,|PA5 8AN|Renfrewshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|Top Cards|Active
10/18/2020|02:05:55|Top Cellar|27-29 Eater Road,|EH7 5PJ|Edinburgh City|Off-Licence|Tobacco Only|Top Cellar|Inactive
10/18/2020|02:05:55|Top Cellar|673 Ferry Road,|EH4 2TX|Edinburgh City|Off-Licence|Tobacco Only|Top Cellar|Inactive
10/18/2020|02:05:55|Top Cellar|Uni19, Westside Plaza,|EH14 2SW|Edinburgh City|Off-Licence|Tobacco Only|Top Cellar|Inactive
10/18/2020|02:05:55|Top Glass|22 Main Street, The Village|G67 2RS|North Lanarkshire|Off-Licence|Tobacco And Nicotine Vapour Products|Top Glass (Scotland) Ltd|Inactive
10/18/2020|02:05:55|Top Glass off sales|22 Main Street, The Village|G67 2RS|North Lanarkshire|Off-Licence|Tobacco And Nicotine Vapour Products|Top Glass Scotland LTD|Active
10/18/2020|02:05:55|top news plus|21 park avenue,|DD4 6NB|Dundee City|Convenience Store|Tobacco And Nicotine Vapour Products|top news plus|Active
10/18/2020|02:05:55|top shop|166 marina road, boghall|EH48 1QT|West Lothian|Convenience Store|Tobacco Only|u-save superstore|Active
10/18/2020|02:05:55|Torbrex Inn|Torbrex Lane,|FK7 9HB|Stirling|Public House|Tobacco Only|Cherwell Tobacco|Active
10/18/2020|02:05:55|Tore Service Station|Tore,|IV6 7RZ|Highland|Forecourt Garage|Tobacco Only|Bannerman Company Limited|Inactive
10/18/2020|02:05:55|TORE Service Station|Tore Service Station, Tore|IV6 7RZ|Highland|Forecourt Garage|Tobacco And Nicotine Vapour Products|BANNERMANS COMPANY|Active
10/18/2020|02:05:55|tormusk newagents|365 tormusk road, castlemilk|G45 0HF|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco Only|tormusk newsagents|Active
10/18/2020|02:06:01|Torphichen Arms|36 Bank Street, Mid Calder|EH53 0AR|West Lothian|Public House|Tobacco Only|Cherwell Tobacco|Active
10/18/2020|02:06:01|Torphichen Post Office and Convenience Store|1 The Square, Torphichen|EH48 1SH|West Lothian|Convenience Store|Tobacco Only|Torphichen Post Office and Convenience Store|Active
10/18/2020|02:06:01|Torran Truck Stop|Harbour Haulage, Harbour Garage, Damhead Way|AB42 3GY|Aberdeenshire|Other Catering|Tobacco Only|Torran Rock Ltd t/a Torran Truck Stop|Inactive
10/18/2020|02:06:01|Torrance House Golf Club|Calderglen Country Park, Strathaven Road|G75 0QZ|South Lanarkshire|Private Club|Tobacco Only|Torrance House Golf Club|Active
10/18/2020|02:06:01|Torridon Stores & Cafe|Fasaig, Torridon|IV22 2EZ|Highland|Convenience Store|Tobacco Only|Torridon Stores & Cafe|Active
10/18/2020|02:06:01|Torry Newsagent|40, Victoria Road|AB11 9DR|Aberdeen City|Confectionary / Tobacconist / Newsagents|Tobacco Only|Greenify Business Ltd|Inactive
10/18/2020|02:06:01|Tortolano's|23 Main Street,|G71 7ES|South Lanarkshire|Other Retail|Tobacco Only|Tortolano's|Active
10/18/2020|02:06:01|Toryglen Pharmacy|18 Glenmore Avenue,|G42 0EH|Glasgow City|Other Retail|Nicotine Vapour Products Only|Toryglen Pharmacy (JMG)|Active
10/18/2020|02:06:01|TORYGLEN SUPERMARKET|29 GLENMORE AVENUE,|G42 0EH|Glasgow City|Convenience Store|Tobacco And Nicotine Vapour Products|TORYGLEN SUPERMARKET|Active
10/18/2020|02:06:01|Total GMT|65 erth Road,|DD1 4HY|Dundee City|Convenience Store|Tobacco Only|Total GMT|Inactive
10/18/2020|02:06:01|Total Hardware|16 Bonnygate,|KY15 4LE|Fife|Other Retail|Nicotine Vapour Products Only|ZH Scotland Ltd|Active
10/18/2020|02:06:01|Total Repair Centre|Total Repair Centre, 54 Elm Row|EH7 4AQ|Edinburgh City|Other Retail|Nicotine Vapour Products Only|Total Repair Centre|Active
10/18/2020|02:06:01|TOTAL VAPES|57 Alloway street,|KA7 1SP|South Ayrshire|Other Retail|Nicotine Vapour Products Only|Total vapes ltd|Active
10/18/2020|02:06:01|Totally Wicked Forge|The Forge Shopping Centre, 1221 Gallowgate, Forge|G31 4EB|Glasgow City|Other Retail|Nicotine Vapour Products Only|Pillbox38 (UK) Limited|Active
10/18/2020|02:06:01|Totally Wicked Kirkintilloch|Unit 3, Kirky Arcade, 15 Cowgate, Kirkintilloch|G66 1HW|East Dunbartonshire|Other Retail|Nicotine Vapour Products Only|Pillbox38 (UK) Limited|Active
10/18/2020|02:06:01|Touch of Egypt|High Street, Bell Centre|G82 1LE|West Dunbartonshire|Convenience Store|Tobacco Only|Touch of Egypt|Inactive
10/18/2020|02:06:01|Touch of Egypt|Unit 14A 35 College Way, Artizan Centre|G83 1LQ|West Dunbartonshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|Touch of Egypt|Active
10/18/2020|02:06:01|Touch of Poland|38 South Methven Street,|PH1 5NU|Perth and Kinross|Convenience Store|Tobacco Only|Touch of Poland Ltd|Inactive
10/18/2020|02:06:01|Touch of Poland|256-258 High Street,|KY1 1LA|Fife|Convenience Store|Tobacco Only|Touch of Poland Ltd|Active
10/18/2020|02:06:01|Touch of Poland|47 Tomnahurich Street,|IV3 5DU|Highland|Convenience Store|Tobacco Only|Touch of Poland Inverness Ltd|Inactive
10/18/2020|02:06:07|Towable Snack Bar|7 Glencryan Road, Glencryan Industrial Estate|G67 2UH|North Lanarkshire|Mobile Trade|Tobacco Only|Towable Snack Van|Active
10/18/2020|02:06:07|Tower|29/31 princess square, town centre|G74 1LJ|South Lanarkshire|Public House|Tobacco Only|Tower (spirit pub company )|Inactive
10/18/2020|02:06:07|Tower|31 Princes Square,|G74 1LJ|Glasgow City|Public House|Tobacco Only|Spirit Pub Company (Inns) Limited|Active
10/18/2020|02:06:07|Tower Bakery|30 St John St,|PH1 5SP|Perth and Kinross|Other Retail|Tobacco Only|Tower Bakery|Inactive
10/18/2020|02:06:07|Tower Bakery|Shore Road,|PH2 8BH|Perth and Kinross|Convenience Store|Tobacco Only|Tower Bakery|Inactive
10/18/2020|02:06:07|TOWER BAKERY (1)|105 DUNKELD ROAD,|PH1 5BS|Perth and Kinross|Confectionary / Tobacconist / Newsagents|Tobacco Only|TOWER BAKERY|Inactive
10/18/2020|02:06:07|TOWER BAKERY (2)|65-67 CONSTITUTION ROAD,|DD1 1LA|Dundee City|Confectionary / Tobacconist / Newsagents|Tobacco Only|TOWER BAKERY|Inactive
10/18/2020|02:06:07|Tower Shop|2 Paterson Tower, Seaton Place|FK1 1TJ|Falkirk|Convenience Store|Tobacco Only|Tower Shop|Inactive
10/18/2020|02:06:07|TOWER SHOP|Tower Shop, Paterson Tower, Seaton Place|FK1 1TJ|Falkirk|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|TOWER SHOP|Active
10/18/2020|02:06:07|Tower Stores|Tower Stores, 46 High Street|KY1 2UG|Fife|Convenience Store|Tobacco And Nicotine Vapour Products|Tower Stores|Active
10/18/2020|02:06:07|Towerhill stores|2, Towerhill|AB42 2GP|Aberdeenshire|Off-Licence|Tobacco And Nicotine Vapour Products|Towehill stores LTD|Active
10/18/2020|02:06:07|towerland stores|unit 3, towerlands gate bourtreehill|KA11 1HA|North Ayrshire|Convenience Store|Tobacco Only|Towerlands stores limited |Active
10/18/2020|02:06:07|Town and City Newsagents|9 Waterloo Place,|EH6 7EQ|Edinburgh City|Confectionary / Tobacconist / Newsagents|Tobacco Only|Town and City Newsagents|Active
10/18/2020|02:06:07|town cryer newsagent|42 high street,|EH30 9HN|Edinburgh City|Confectionary / Tobacconist / Newsagents|Tobacco Only|town cryer newsagent|Active
10/18/2020|02:06:07|Townhead bargains ltd|33 Townhead, Kirkintlooch|G66 1NG|East Dunbartonshire|Convenience Store|Tobacco Only|Townhead Bargains Ltd|Active
10/18/2020|02:06:07|TOWNHEAD CONVENIENCE STORE|66B, LEVEN ROAD|ML5 2LT|North Lanarkshire|Convenience Store|Tobacco Only|PREMIER|Inactive
10/18/2020|02:06:07|Townhead Store|31 Townhead,|KA12 0BH|North Ayrshire|Off-Licence|Tobacco Only|Ruak Limited|Inactive
10/18/2020|02:06:07|Townhead Stores|Townhead Store, 27-31 Townhead|KA12 0BH|North Ayrshire|Off-Licence|Tobacco And Nicotine Vapour Products|JSP Convenience Store Ltd|Active
10/18/2020|02:06:07|Townhouse Fish Bar|17 Market Street, Haddington|EH41 4JL|East Lothian|Other Catering|Tobacco Only|Townhouse Fish Bar|Active
10/18/2020|02:06:07|Townhouse Hotel|208 Annan Road, Dumfries|DG1 3HE|Dumfries and Galloway|Hotel|Tobacco And Nicotine Vapour Products|BriannaJayneProperty.co.uk|Active
10/18/2020|02:06:14|Townhouse Hotel Ltd|208 Annan road,|DG1 3HE|Dumfries and Galloway|Hotel|Tobacco And Nicotine Vapour Products|BriannaJayneProperty|Active
10/18/2020|02:06:14|Track.One (Dundee) Limited|85 King Street, Broughtyferry|DD5 1EY|Dundee City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Track.one (Dundee) Limited|Active
10/18/2020|02:06:14|Traget Foodland|380 Ardgay Street,|G32 9EE|Glasgow City|Convenience Store|Tobacco Only|Target Foodland LTD|Active
